,PetID,Description_SIZE,Description_VALUABLE_SIZE,Description_SCORE,Object_SIZE,Object_COLOR_H,Object_COLOR_S,Object_COLOR_V,Image_WIDTH,Image_HEIGHT
4171,cc8459867,13,3,1.6,8,31,117,105,640,640
4172,ef15e6473,47,6,1.5,21,16,67,134,318,480
4173,3b6f9b47b,-1,-1,-1,10,15,116,140,400,300
4174,f99af9837,2,1,0,30,31,108,114,270,480
4175,897fde926,65,15,1.6,48,32,55,139,373,292
4176,fad4fb461,20,1,-0.2,29,20,96,104,516,400
4177,dfe7a59b4,69,12,0,20,31,99,152,400,299
4178,870e5566b,3,2,0.1,69,33,96,157,314,385
4179,9945b5ac5,191,30,2.2,40,34,110,123,324,376
4180,b26f1c630,37,4,0.9,36,28,72,153,400,300
4181,cde10c57e,17,2,0.8,12,113,47,128,400,300
4182,233ddf40c,19,4,0.7,20,38,66,145,300,400
4183,57785dbb8,125,16,0.9,142,81,75,157,497,489
4184,b13db9ce8,19,4,2.5,38,25,92,128,390,325
4185,15be0f894,29,8,-0.4,40,16,114,166,400,300
4186,6ce40c2bf,76,14,0.3,49,41,40,131,360,340
4187,daa543c46,6,2,0.9,10,95,81,144,640,480
4188,918408d22,21,4,1,24,32,114,103,336,480
4189,021c24928,19,4,0.9,40,35,57,108,582,526
4190,f9317ae6d,157,23,2.6,30,34,64,94,400,300
4191,dc40c2612,25,4,0.7,20,29,79,99,400,326
4192,65d0ea00b,46,6,1.6,26,49,83,128,640,480
4193,276f26435,63,10,1.3,24,35,42,112,368,400
4194,c228bf013,92,15,3.3,45,33,69,119,340,360
4195,eda415d15,130,19,2,30,69,45,103,400,300
4196,364e3ac89,-1,-1,-1,55,15,105,134,400,300
4197,841bcd63f,29,7,0,20,14,60,134,400,300
4198,ee15edbb0,20,4,0.9,10,71,83,128,336,448
4199,7c9e28902,39,6,0.8,40,14,100,103,400,300
4200,acca0b2ed,73,9,3.6,6,54,97,176,400,333
4201,cc195b43d,27,2,0.7,20,111,139,131,552,332
4202,efda64fa5,26,5,0.7,23,18,85,158,360,480
4203,7564c7b62,119,12,2.4,38,25,79,106,640,426
4204,e01e4a748,121,15,2.1,26,18,191,161,360,480
4205,0beacc42e,13,2,0.9,20,13,100,148,342,480
4206,e4f117930,51,10,1.1,29,26,123,108,546,440
4207,87ec8e435,63,9,2.5,110,30,75,113,372,327
4208,87a243fe6,17,5,0.3,40,29,48,166,400,300
4209,46c44f7bc,53,11,0.4,28,36,97,154,384,480
4210,d38ce48c2,9,2,0.9,42,24,70,132,570,480
4211,41487b069,89,23,2.1,50,60,72,142,472,511
4212,ae64cc2e7,106,21,3.7,10,49,114,140,640,426
4213,4aa9a342e,35,6,0.3,16,45,128,156,640,480
4214,eed29a312,81,13,2.8,10,31,48,97,360,480
4215,30319970f,60,15,1.6,40,69,78,147,400,300
4216,08267e916,6,19,0.6,28,51,69,150,393,440
4217,98c265a0f,140,23,4.7,40,42,64,100,570,480
4218,9d82e4438,-1,-1,-1,48,47,162,141,400,300
4219,a1e153676,88,15,3.5,50,146,33,139,400,300
4220,fc32a88f1,27,3,2.9,50,45,84,141,340,360
4221,087ee8e83,54,10,1.5,19,30,57,130,350,363
4222,33dc6b53a,94,12,1.8,47,57,95,130,472,480
4223,a5a4898db,10,2,0.6,86,26,87,158,608,466
4224,c011bc363,63,16,0.8,40,37,55,122,314,400
4225,3e6d8a2c9,73,14,4.1,49,68,89,116,378,340
4226,efc478e64,192,43,4.6,123,101,117,128,400,300
4227,3cc9490b8,22,4,1.5,26,29,45,147,366,308
4228,0617d9287,18,4,0.6,9,114,128,108,640,640
4229,efbd4c1e6,86,13,1.1,50,23,53,125,416,480
4230,c362cc3cd,-1,-1,-1,9,101,56,105,400,300
4231,fc4d1c61e,52,8,0.8,10,22,53,141,231,479
4232,5360d72a3,2,1,0,35,62,54,101,270,480
4233,699a81c51,66,12,0.9,30,48,52,110,400,300
4234,a4e09a814,23,2,0.8,75,48,58,111,324,374
4235,3a682b74e,81,10,1.8,15,30,52,117,300,400
4236,3a97c693e,11,2,0.9,45,21,89,129,472,544
4237,518e71b74,58,11,1.7,98,31,53,110,461,458
4238,99ed50a86,17,5,0.6,12,42,50,154,360,480
4239,87fadb3df,173,25,4.9,87,21,73,141,640,423
4240,b5757bc3f,106,18,3.2,80,75,85,133,387,303
4241,94ae813d8,51,10,0.9,50,27,71,149,528,480
4242,89c8b19eb,64,9,1.7,40,28,84,93,399,224
4243,bcdaf8640,71,12,3.1,49,58,77,138,516,400
4244,19fe29040,33,5,0.6,8,9,99,139,640,480
4245,532ccd0c5,28,6,1.3,50,68,64,166,223,299
4246,e8c9545c7,30,5,0.6,9,23,115,154,270,480
4247,d2c677e93,24,4,2.2,30,33,33,132,287,400
4248,6c9696bc5,16,4,0,26,36,65,119,546,480
4249,c23b6bbf6,19,3,1.7,18,133,86,113,409,440
4250,5ab1e209b,17,2,0.7,20,16,57,121,360,480
4251,b13e4afff,43,11,1.6,48,15,59,141,400,310
4252,ed1f38a40,8,0,0.8,10,49,44,111,203,360
4253,8803fb1c2,96,11,2.1,71,15,69,112,319,465
4254,05abbab5e,6,1,0.2,16,50,103,163,500,480
4255,936e8cc95,11,3,0.9,44,33,82,132,320,400
4256,8e9abddf0,24,7,0.2,10,32,67,132,360,480
4257,8a2998a32,96,12,2.8,69,25,51,156,385,314
4258,4f7bfcb68,81,14,-0.4,22,70,55,119,333,366
4259,b822d0566,97,16,3.6,47,38,74,125,346,326
4260,b95d067a2,23,3,1.6,50,85,145,139,380,296
4261,f5e9075c9,26,5,2.1,27,60,64,146,337,297
4262,13eafff41,37,7,2.2,30,27,64,111,400,300
4263,f88144b9f,63,11,1.2,24,47,32,137,360,480
4264,176516c7a,53,14,0.6,201,43,99,139,534,424
4265,7362590d5,44,6,1.7,10,40,70,181,640,480
4266,b5aa74c6a,151,15,2.5,151,40,108,125,500,480
4267,21e4ca7d1,10,1,0.9,13,26,72,134,203,360
4268,4bcc9f10a,32,7,1.1,29,29,79,116,400,254
4269,b6c464fd3,-1,-1,-1,20,16,79,137,333,333
4270,9ea8e240f,106,17,2.2,45,35,88,135,377,360
4271,c8daba029,35,5,1.3,29,25,40,112,453,480
4272,650a1a505,25,8,0.4,30,26,87,140,366,333
4273,b34dce3d6,64,11,3,38,23,129,122,368,479
4274,5e5b9483c,47,6,0.2,34,43,53,114,375,325
4275,3bcc3be83,99,19,2.3,35,54,77,146,325,375
4276,2d8ec2cff,20,6,1.6,29,11,115,75,479,480
4277,de0f96a50,25,4,1,20,29,63,83,500,480
4278,fcb911968,67,12,1.6,8,13,114,168,360,480
4279,9deed930d,37,6,1.4,29,20,68,135,450,459
4280,73c2c22ca,29,5,0.8,20,120,93,171,400,268
4281,fffa39a6a,-1,-1,-1,19,28,121,129,251,432
4282,c3b263e8f,53,6,2.2,70,49,75,120,371,328
4283,c5db00aa6,31,6,1.7,69,47,79,130,328,371
4284,00b23513e,31,4,0.7,45,51,71,100,340,360
4285,232aee73d,53,15,1.2,27,75,110,149,429,480
4286,49382f7cb,36,9,0.1,26,57,72,128,360,480
4287,6dacaf7cf,78,17,2.7,10,12,110,164,360,480
4288,e4afff6dd,42,10,1.1,174,33,52,126,390,234
4289,f3551e91f,75,13,3,10,29,55,133,400,300
4290,e0e2880ae,37,6,0.9,10,150,37,152,400,300
4291,f6ec35f31,42,7,0.4,10,23,94,165,360,480
4292,db0213107,65,9,1.5,26,23,70,114,423,480
4293,bb15b64ea,70,12,-1.3,74,65,54,132,388,311
4294,ee71508dc,78,10,2,17,21,59,126,500,480
4295,ad66b0f44,71,13,0.7,8,24,66,126,360,480
4296,de92761ef,16,3,1.6,40,19,109,130,640,480
4297,fdd191ba0,66,6,-0.1,63,31,104,143,299,400
4298,2c3f23fce,26,8,0,17,59,80,135,500,480
4299,b1763b8b7,22,5,1.2,0,-1,-1,-1,-1,-1
4300,7feb1774c,213,28,5.1,58,19,100,152,387,310
4301,3583095d0,12,4,0.8,42,13,54,137,380,320
4302,6d1fdcbfc,3,0,0.6,10,27,51,133,400,400
4303,49c216bf8,31,6,1.5,30,15,100,133,561,531
4304,fd33218b8,100,16,-0.9,16,47,76,107,225,399
4305,0143edd0a,88,13,0.9,10,20,106,169,640,640
4306,e4aadf23c,205,34,2.4,30,42,41,140,360,480
4307,7983db8d9,65,17,3.2,37,37,90,120,360,480
4308,09f6e29b8,-1,-1,-1,10,71,26,151,300,400
4309,ea062393d,44,8,1,19,69,58,115,360,480
4310,71510cf8b,10,3,0.2,99,33,68,115,340,360
4311,db08f8564,104,20,3.1,10,19,97,149,212,480
4312,ddae7aede,17,4,0.6,37,41,63,112,360,480
4313,b898e8d6c,22,6,0.4,10,67,15,143,400,400
4314,9ef3d0eec,58,9,0.5,10,16,119,152,225,400
4315,f4948a23d,27,7,1.6,38,33,82,121,400,300
4316,dfc3301fb,23,5,1.3,30,12,141,142,330,480
4317,c76d9c5b9,52,12,3.3,40,22,100,138,375,325
4318,218430ef9,-1,-1,-1,27,25,53,136,366,333
4319,f580ba98c,35,8,1.1,32,83,31,135,300,400
4320,57e37b00b,21,3,1.2,10,19,120,136,356,480
4321,a970b89c7,75,15,0.3,40,13,159,117,340,348
4322,f2212e16c,3,2,0.2,29,55,57,101,516,487
4323,8aaff4d83,31,5,1.1,50,61,73,158,274,261
4324,4a6e23ad7,-1,-1,-1,38,25,84,95,329,390
4325,91a4c6b77,-1,-1,-1,30,25,161,156,400,333
4326,7a59ae5ed,26,3,1.7,8,7,178,138,400,400
4327,7075c1306,67,12,1.9,40,55,49,97,340,360
4328,63d254530,323,56,9.7,209,26,125,134,372,327
4329,962f76f58,20,3,2.4,10,70,29,151,400,400
4330,e94581522,6,0,1.1,3,16,58,170,400,300
4331,975d32d75,34,3,0.1,40,84,45,109,355,349
4332,f7675eb96,185,42,2,20,26,75,168,640,501
4333,dd38f7a48,14,5,0.9,50,25,45,139,400,380
4334,1cea0ad08,33,12,0.5,42,21,116,109,517,481
4335,1df182906,77,15,1.9,39,41,74,143,400,300
4336,4696fb463,38,7,1.3,10,26,75,120,400,300
4337,3bc3e9db2,1,1,0,10,0,0,120,400,249
4338,343962804,66,10,1.2,30,12,97,106,360,480
4339,98686f3bc,48,9,1.2,23,63,83,133,453,480
4340,582c02d86,27,6,1.7,59,75,31,156,400,320
4341,8010a808c,84,14,2.1,7,33,122,126,400,300
4342,7cfb6fe9c,100,18,3.2,119,41,91,127,318,347
4343,392cb224a,134,18,1.2,52,59,47,135,400,300
4344,ca7c6095a,100,23,5.9,30,35,57,148,423,533
4345,11d741736,46,7,0.9,20,43,92,118,400,300
4346,bba3070ad,45,9,1.9,38,84,67,152,340,366
4347,9166a802a,198,42,4.5,25,65,62,113,546,480
4348,4d27ab123,17,3,1.2,20,56,57,144,400,300
4349,03f48e12b,15,0,-0.4,44,19,63,123,400,300
4350,0e49eebb3,75,9,-1.2,17,21,43,147,399,300
4351,e0a797901,57,11,0.5,20,39,104,89,400,300
4352,fb5ef5522,5,1,0.7,29,33,39,136,366,480
4353,7daf7af9c,94,17,1.6,30,38,55,91,366,333
4354,5f6d23ada,97,23,5.1,18,47,82,127,360,480
4355,b15d56540,2,1,0,39,96,84,142,640,360
4356,937c2e14f,5,11,2.2,41,26,75,119,640,480
4357,bfa9377c9,25,4,-0.1,20,50,71,116,500,480
4358,a05c489dc,236,38,0.6,52,21,76,151,500,493
4359,6202e7d4d,2,1,0,49,45,34,127,270,480
4360,42eac4984,57,14,-0.5,28,32,79,142,270,480
4361,d3dacde96,123,26,-1.6,95,34,81,125,531,420
4362,326355730,25,6,0.3,7,26,27,169,400,301
4363,7438f5d52,23,3,0.2,10,85,33,108,400,300
4364,beb93c6ab,96,14,-1.1,40,92,81,87,325,375
4365,e61d62489,4,2,0.1,49,16,94,158,640,403
4366,696e2d638,84,13,2.2,9,61,46,151,400,300
4367,5c110b9d2,39,8,2.1,50,39,40,128,400,300
4368,489dad256,24,6,0.8,50,12,169,109,400,268
4369,d476272d7,40,9,0.5,20,46,70,131,315,480
4370,d25ad4b76,57,9,1.8,16,41,53,125,400,300
4371,8d7eff0cc,17,3,1.2,19,29,134,136,360,480
4372,dc371c173,84,22,2,274,37,83,114,351,348
4373,400eaa6d5,139,26,2.6,66,40,38,131,328,362
4374,2ea25b63b,220,31,3.5,43,43,70,110,523,510
4375,0d3081480,172,28,6.8,57,60,38,141,500,480
4376,e4f9be28d,27,4,1.7,40,16,47,124,400,300
4377,70c1e9c61,36,7,0,30,15,71,102,400,300
4378,c879064dc,18,8,0,10,12,85,101,476,480
4379,c02ce1bc0,74,12,-0.9,59,18,64,112,400,266
4380,96d7ed5de,-1,-1,-1,40,24,89,158,400,300
4381,cd1e7ec9d,14,3,1.9,36,55,88,128,375,325
4382,f27974780,23,5,0.7,37,39,65,151,640,360
4383,dac60bd9c,18,4,1.5,10,13,51,150,360,480
4384,5ddd7f219,28,6,0.5,29,36,81,135,546,480
4385,852296968,57,15,1.2,54,41,75,151,316,383
4386,e5728f078,187,35,4.5,29,34,43,127,260,399
4387,9869aad59,40,7,1.1,17,12,108,99,315,480
4388,a734e866e,1,1,0.8,10,25,153,139,300,400
4389,1c3f79b11,21,3,2.1,20,25,66,140,400,480
4390,1965d2288,24,6,0.8,49,115,25,154,400,300
4391,66faa15c8,21,7,1.2,49,49,43,126,225,400
4392,b7ea489ae,108,19,4.5,41,33,84,130,400,265
4393,1dc90fbb8,64,13,1.4,20,47,50,137,270,480
4394,434691342,40,5,2.6,8,10,84,94,400,299
4395,1c8b66066,62,9,-0.3,20,24,73,121,203,360
4396,0db02527a,29,5,2,20,35,89,140,416,480
4397,83b2fae5e,5,2,0.2,37,20,84,155,640,480
4398,030f32f08,8,3,0.8,27,21,54,149,294,480
4399,0338fcdaf,60,12,-0.8,24,25,100,113,450,478
4400,482fc8a70,-1,-1,-1,30,109,55,104,366,333
4401,6295b5bc0,25,5,0.6,33,77,64,143,400,300
4402,370d9c1ba,17,3,0.7,30,24,95,114,456,492
4403,728a08a8b,103,18,1.9,27,40,79,168,489,481
4404,5b4caee59,83,14,1.7,10,123,50,175,266,400
4405,9dfd5312c,48,11,2.6,40,68,65,133,413,519
4406,63f7cacce,13,3,0.9,28,47,60,124,384,314
4407,2e73c3dc3,3,2,0.1,10,131,33,190,360,480
4408,c1b7a178a,36,6,1.5,10,14,103,153,400,300
4409,5328a3ad8,131,21,3.3,48,33,72,146,584,448
4410,e6bc32c73,26,7,0.5,30,46,37,128,300,400
4411,afa07a0d6,188,29,2.6,20,113,91,158,499,480
4412,45f9a9f66,44,9,2.2,17,69,26,126,349,312
4413,1fd2f589f,63,14,0.3,30,31,67,145,383,480
4414,f7999c9bf,52,10,3.2,80,49,43,141,392,440
4415,0ed8d0f9c,102,16,0.8,7,68,24,118,400,300
4416,e4fb514b2,27,5,1.8,40,109,37,137,300,225
4417,13c67e713,61,7,-1.4,32,57,48,120,399,299
4418,ca81b2566,62,8,2.8,37,17,122,141,325,375
4419,cf8250644,31,5,1.1,10,31,92,84,360,480
4420,7ebdfc3b7,7,1,1.4,20,13,59,108,640,360
4421,b2e138d7a,5,1,0.6,20,17,51,109,300,400
4422,af1b915b3,40,4,0.6,20,52,47,101,400,300
4423,cf78e66fd,232,52,4.9,10,17,76,131,400,400
4424,c273ffe1e,82,13,1.9,37,53,79,134,570,520
4425,63f2e0940,61,8,1.6,38,60,69,140,375,325
4426,256f40704,91,9,2.5,28,18,134,103,640,360
4427,f677061e8,32,8,1.5,99,20,106,148,390,310
4428,bd2ad0f9d,15,2,1.4,50,42,122,148,400,320
4429,9c43d4567,9,2,0.9,28,17,77,140,640,640
4430,657a54d36,97,14,2.6,50,27,49,112,400,300
4431,f35a5dd35,82,11,2,86,32,72,146,400,300
4432,a9551ed6d,158,30,2.2,17,27,75,154,360,375
4433,c723171ff,42,7,1.4,45,18,88,131,377,360
4434,c78cc1272,3,1,0.8,10,61,28,132,300,400
4435,bf87b176d,59,10,2.8,27,24,103,129,267,400
4436,3f2a40f0a,21,4,0.7,20,72,39,107,311,344
4437,cf76c794a,24,6,2.2,10,28,58,99,400,300
4438,54959e674,28,5,2,9,21,37,131,640,427
4439,af28491d1,51,11,1,38,25,84,150,362,450
4440,acc76c678,153,22,2,19,35,64,157,360,480
4441,dfcd19237,11,2,0.3,20,30,79,152,400,300
4442,c96423707,15,3,0.8,50,71,73,140,300,400
4443,5382ef1e5,33,5,0.9,10,87,75,139,270,480
4444,5971694db,46,6,-0.1,37,57,142,189,299,400
4445,c3a52fbbe,57,12,3.2,101,27,57,110,563,480
4446,29778124f,113,22,3.4,16,83,73,98,640,453
4447,fb9a1cf69,61,11,1.8,57,35,60,133,383,316
4448,050afc987,-1,-1,-1,48,50,75,129,400,300
4449,8eece1c0c,91,15,2.1,70,15,120,141,371,328
4450,58a4768a6,153,20,2.4,138,35,110,149,445,514
4451,113252df2,49,12,1.2,40,26,72,129,430,480
4452,2f7da7f8f,10,2,1.8,16,98,97,150,270,480
4453,8553b7037,124,23,3,137,47,70,94,328,371
4454,aa795e561,15,5,0.5,30,28,45,143,299,400
4455,428877021,27,4,0.9,50,47,171,118,640,428
4456,8b6867433,37,6,0.5,27,30,92,129,300,400
4457,d837f80dd,61,9,1.7,28,99,40,124,430,480
4458,eaf13651e,9,2,0.9,10,12,79,118,360,480
4459,f82aa539c,39,5,0.3,29,77,55,133,640,453
4460,efe569ca6,18,2,1,20,30,54,136,158,243
4461,df6205194,42,12,0.9,41,12,86,121,552,360
4462,7433339b9,25,4,1.1,0,-1,-1,-1,-1,-1
4463,ca7075738,3,2,0,19,92,74,113,234,480
4464,0b6457bf5,7,2,0,30,40,138,127,356,480
4465,1ff148919,5,1,0,10,58,45,138,640,475
4466,fe15cb88c,109,18,2.6,10,103,89,164,640,640
4467,dd5275a60,96,16,0.7,60,44,104,117,393,440
4468,c0898504e,64,9,3.6,50,19,109,150,400,300
4469,1ed0c2a41,174,24,1.8,229,53,42,116,374,298
4470,386990598,123,25,1.9,15,65,124,157,400,300
4471,5ea1f2c39,95,18,5.3,46,27,103,111,299,400
4472,88c0e21d1,309,39,5.9,29,71,68,139,352,480
4473,226e8fe7c,62,12,2,9,10,66,153,360,480
4474,f288b4919,59,7,0.3,29,20,104,148,270,480
4475,0f80c9dc5,19,5,0.5,8,14,114,129,400,225
4476,d89ce4c76,98,16,2.8,30,44,87,79,400,300
4477,21579dbcc,7,2,1.6,20,42,35,136,400,300
4478,f83096577,2,1,0,30,20,85,141,270,480
4479,3bb86aa8f,52,11,-0.1,50,34,115,93,360,480
4480,a34cf041b,44,9,1.3,10,15,158,200,400,400
4481,293061205,-1,-1,-1,36,41,94,150,320,320
4482,1020c8f00,100,21,1.5,15,8,66,167,303,399
4483,f61cb2ecd,95,22,3.7,50,115,39,123,400,300
4484,6dbed5324,17,3,0.3,10,17,130,91,400,300
4485,ffe0f06ab,69,10,2.2,10,24,63,151,360,480
4486,b932b3915,141,26,3.2,70,55,77,133,371,328
4487,066498aa1,71,11,0.3,30,38,65,129,270,480
4488,758a6def9,25,6,0.3,7,9,42,142,400,301
4489,ab8a8e5c9,9,2,0.5,70,45,63,134,400,300
4490,7821d724c,3,0,0.9,38,17,111,139,385,480
4491,1a51506e1,72,12,1.6,49,45,124,129,528,457
4492,5e74dfc90,47,11,-0.1,10,12,50,119,300,400
4493,faf4fd269,31,5,0,10,34,81,98,400,325
4494,4f623a979,41,9,0.8,40,83,67,98,300,400
4495,3105b0012,75,20,1.5,26,29,143,132,355,311
4496,4ad400ba0,54,12,3.2,20,31,56,112,529,371
4497,85188cb67,40,11,0.9,10,69,97,177,640,640
4498,ba3ee71f8,68,16,3.5,30,16,49,149,400,300
4499,0a4fc94e5,19,1,1.1,10,25,45,138,203,360
4500,d19f035bc,80,11,1.9,20,37,62,150,333,400
4501,087313ba2,127,40,6.4,165,55,60,124,373,287
4502,b3b26191c,115,22,3.9,20,98,70,109,340,480
4503,84e1e59d5,2,0,0,229,19,59,134,554,467
4504,2b5249852,43,8,2.2,50,88,88,127,360,480
4505,bb0dddcf2,23,5,1.1,29,19,172,113,300,293
4506,824db46ba,43,7,1.5,0,-1,-1,-1,-1,-1
4507,a6e33dddf,5,0,0.1,0,-1,-1,-1,-1,-1
4508,33aa18b41,71,9,0.5,40,67,85,108,299,400
4509,dcd93c794,8,1,0.7,10,10,95,92,240,400
4510,9dfcbe364,18,5,0.6,10,84,102,165,639,426
4511,1bcec6d18,89,8,0.9,30,20,91,114,270,480
4512,4cfbb4616,20,4,1.2,16,17,148,107,400,346
4513,84c1afe03,25,4,0.1,19,85,43,90,300,400
4514,861d65847,84,18,4.4,100,46,84,131,350,350
4515,90bc90da2,99,23,1.9,55,95,91,157,348,357
4516,1bbadc050,81,15,1.3,10,27,84,125,360,480
4517,90b927fdd,9,2,0,29,44,47,121,453,480
4518,7fa23fd14,74,12,-0.5,40,23,40,132,640,471
4519,a0da2621e,21,7,0,54,41,105,123,299,400
4520,7ddf00d90,91,17,1.4,19,11,93,145,289,223
4521,630e96c9d,50,5,1.1,29,85,142,176,223,299
4522,a20880c1d,18,3,0.7,9,15,36,162,640,480
4523,c33c82dd5,89,12,1,37,21,95,146,324,375
4524,acd9e66f1,135,23,3.2,30,48,77,117,293,400
4525,ba54e88a9,137,18,-1.5,26,30,84,123,640,480
4526,a6c7f3a13,6,0,0.8,54,25,89,151,331,460
4527,4ffbe0538,36,10,-0.9,35,25,72,116,356,300
4528,0792dbfa4,13,4,-0.3,42,52,84,118,418,432
4529,cff80e84d,10,1,0.8,9,61,37,152,640,640
4530,a7554fc9e,5,0,0.3,50,65,92,159,360,340
4531,3338e5ec6,309,60,4,43,83,132,159,456,608
4532,447233a49,20,5,0.9,50,39,45,133,380,320
4533,5b6add800,81,19,2.7,40,41,58,112,312,325
4534,b2b3baca1,42,10,2.1,20,122,65,113,360,480
4535,b9e27a268,92,15,2.5,40,30,87,125,460,333
4536,469e709ba,-1,-1,-1,10,92,80,149,316,398
4537,262d7f006,46,9,0.1,66,38,124,136,328,371
4538,175f4a910,44,7,0.2,13,18,102,129,360,480
4539,b8ccf4b62,89,17,0.4,28,42,70,124,333,366
4540,7d1030b42,67,17,2.8,20,54,76,163,350,350
4541,94019dc75,82,21,0.7,20,59,57,160,400,300
4542,b9405015b,65,11,0.7,9,47,48,165,400,299
4543,1035db262,61,9,-0.1,20,15,102,78,360,480
4544,59e59bd5a,27,6,0.8,18,19,80,124,400,300
4545,554c80a2a,2,1,0,99,40,92,133,344,456
4546,2a69070a9,9,2,0.4,34,92,82,121,325,375
4547,8d8895245,100,13,5.4,40,14,97,153,400,300
4548,d70af36fd,3,1,0.9,10,18,51,111,360,480
4549,a120cae65,12,3,0.2,10,29,97,150,640,640
4550,7cf37c7e2,77,17,-0.1,50,15,47,179,346,319
4551,374b76068,32,6,0.8,18,85,75,96,455,420
4552,70112a1b9,51,8,2,20,15,82,108,500,453
4553,9f2dd031a,17,3,0,10,78,90,178,640,480
4554,79a9a7b05,44,8,1.2,48,57,92,148,602,565
4555,bf90589d1,33,6,0,10,23,63,109,270,480
4556,e375cb119,37,5,0.8,10,27,108,105,265,400
4557,1e87e4110,18,3,1.7,43,27,44,140,399,281
4558,2932eac8e,7,2,0.2,9,38,111,118,300,400
4559,6aee1d8da,18,4,0.8,20,23,92,100,300,400
4560,679e98b95,59,9,2.3,9,134,54,134,400,300
4561,39fc7e6d8,109,17,-2.5,40,72,63,116,238,399
4562,484915b4f,616,116,1.7,155,16,67,140,334,316
4563,9abe933fd,129,17,2.9,68,21,85,136,414,462
4564,a972114e1,-1,-1,-1,50,69,61,113,365,300
4565,f1fe2758a,45,10,1.1,20,57,139,122,365,400
4566,417c09a08,22,4,1.1,50,29,147,165,400,260
4567,f6fac7b56,107,17,3.6,45,30,74,131,299,400
4568,8655a46ed,60,12,1.1,19,39,61,112,400,300
4569,1f9b856e0,125,17,0.6,20,47,76,110,360,350
4570,b574af70f,97,20,2.3,60,25,136,138,457,506
4571,e9ec4d543,118,19,3.5,136,21,63,150,400,288
4572,ea39ef3ae,55,11,0.8,29,30,99,163,366,333
4573,f34b0a578,51,6,0.5,13,38,82,173,300,400
4574,9bd70dc2b,58,14,1,46,31,68,114,380,320
4575,685b2cbe4,36,7,0.7,36,132,44,152,374,322
4576,be3508ce5,16,2,0,27,17,77,134,423,533
4577,b7e7211e7,14,1,2.7,40,19,79,115,400,300
4578,2c3d7804c,47,8,1.6,29,51,82,146,544,395
4579,09eca4557,76,13,2.6,30,44,94,137,400,300
4580,ef896feeb,6,2,0.1,26,40,53,156,438,466
4581,1871dd283,9,3,0.9,10,20,70,91,300,400
4582,c45e47c4c,105,17,1.5,30,37,62,110,400,300
4583,c5af48975,47,7,2.2,69,38,96,158,362,400
4584,f07e35bb8,27,5,1.7,25,133,25,161,309,225
4585,c8c7ef646,63,10,2,65,49,52,117,293,378
4586,387a8e71a,7,2,0.3,10,92,35,140,360,480
4587,3b4b4cb9c,30,4,1,49,67,73,120,380,320
4588,2bf2c6260,40,10,0.6,33,21,85,118,421,360
4589,f104f8045,82,16,2.8,26,46,54,122,399,302
4590,745fd19b8,148,23,-0.4,25,30,47,108,640,360
4591,9a3224461,138,27,2,221,73,100,132,388,287
4592,f861fe441,57,7,0.8,40,56,103,119,457,470
4593,c32940f0f,112,13,3.4,70,60,92,171,639,359
4594,77bb4ce3a,33,4,1.5,114,24,130,137,375,325
4595,9fb2a918d,52,13,0.7,29,122,41,105,400,225
4596,abaf6c9ee,6,1,0.8,50,60,51,131,378,323
4597,799cbc9e1,53,11,1.3,48,17,67,133,528,480
4598,55f1edd7d,24,2,0.9,10,18,83,122,270,480
4599,1d3dd0cb8,12,3,0.6,20,21,58,114,640,480
4600,12ccd5019,16,3,0.5,20,132,80,107,350,350
4601,b51b41933,24,3,2.1,185,25,147,132,344,485
4602,097dd9931,18,5,0.5,10,24,41,125,203,360
4603,86b3239e9,-1,-1,-1,4,78,52,123,400,300
4604,c0545b660,8,1,0,9,60,104,105,272,400
4605,f0e2f80c5,-1,-1,-1,40,48,105,163,375,325
4606,c93e86f5d,98,14,2.6,72,43,75,115,400,300
4607,b477ad589,50,7,0.9,7,13,57,102,640,480
4608,0af142ee3,17,3,0.5,17,62,32,140,350,350
4609,eb7f34ac5,3,1,0.1,9,28,75,109,400,300
4610,bd56db16a,23,6,0.8,46,44,51,131,453,479
4611,eb1f2f2f0,103,14,2.1,270,16,85,150,376,325
4612,7d6298b6e,85,15,2.8,80,74,33,128,349,262
4613,615afad71,52,13,1,44,19,60,131,360,480
4614,1528d2a61,423,87,1.2,118,34,108,132,375,325
4615,02fee7295,9,1,0.1,20,12,77,122,360,480
4616,3402b3970,38,3,1.1,36,28,105,154,367,301
4617,1e7a3b766,71,13,1.7,30,25,63,123,453,533
4618,6ce342cfe,32,3,0.8,90,14,101,142,354,377
4619,5f20dde82,80,15,2.5,50,36,69,113,400,300
4620,56ae25223,12,2,1,39,28,46,124,268,356
4621,56e231a77,-1,-1,-1,40,46,54,133,480,438
4622,d168549f2,66,11,1.6,50,97,68,124,374,342
4623,b9e604ca1,45,6,1.3,35,22,102,105,225,399
4624,9d7c4455c,76,15,1.8,50,47,93,124,344,456
4625,1b1cf81d4,55,5,2.8,10,23,57,129,640,595
4626,48c598ef0,90,14,2.3,223,83,55,163,400,300
4627,ca4224e0b,38,5,2.2,30,20,111,106,348,366
4628,38f6f3011,24,3,1.4,38,34,96,161,400,300
4629,a56bbc295,26,5,0.6,81,76,75,141,360,480
4630,e63eea2f7,67,10,1.1,18,64,47,143,350,350
4631,191fb0046,15,3,0.8,20,49,34,150,400,299
4632,4ce620a7a,82,16,1.6,15,14,80,143,341,350
