Unnamed: 0,Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,State,RescuerID,VideoAmt,PetID,PhotoAmt,AdoptionSpeed,DesSem,DesSemCat,NameSem,NameSemCat,combined_color_black,combined_color_black_brown,combined_color_black_brown_cream,combined_color_black_brown_golden,combined_color_black_brown_gray,combined_color_black_brown_white,combined_color_black_brown_yellow,combined_color_black_cream,combined_color_black_cream_gray,combined_color_black_cream_white,combined_color_black_golden,combined_color_black_golden_cream,combined_color_black_golden_gray,combined_color_black_golden_white,combined_color_black_golden_yellow,combined_color_black_gray,combined_color_black_gray_white,combined_color_black_white,combined_color_black_yellow,combined_color_black_yellow_cream,combined_color_black_yellow_gray,combined_color_black_yellow_white,combined_color_brown,combined_color_brown_cream,combined_color_brown_cream_gray,combined_color_brown_cream_white,combined_color_brown_golden,combined_color_brown_golden_cream,combined_color_brown_golden_gray,combined_color_brown_golden_white,combined_color_brown_golden_yellow,combined_color_brown_gray,combined_color_brown_gray_white,combined_color_brown_white,combined_color_brown_yellow,combined_color_brown_yellow_cream,combined_color_brown_yellow_gray,combined_color_brown_yellow_white,combined_color_cream,combined_color_cream_gray,combined_color_cream_gray_white,combined_color_cream_white,combined_color_golden,combined_color_golden_cream,combined_color_golden_cream_gray,combined_color_golden_cream_white,combined_color_golden_gray,combined_color_golden_gray_white,combined_color_golden_white,combined_color_golden_yellow,combined_color_golden_yellow_cream,combined_color_golden_yellow_gray,combined_color_golden_yellow_white,combined_color_gray,combined_color_gray_white,combined_color_white,combined_color_yellow,combined_color_yellow_cream,combined_color_yellow_cream_gray,combined_color_yellow_cream_white,combined_color_yellow_gray,combined_color_yellow_gray_white,combined_color_yellow_white
8571,1,13,307,0,2,1,0,0,1,1,1,1,1,1,0,41327,2b09f7166ae33d1e70014753a871a26e,0,354e9fc50,1,4,0.2,1,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9021,2,13,303,266,2,1,2,3,2,1,1,1,2,1,50,41326,28524862fb4125cdeb126f24ca89e75d,0,2d2f6b042,3,4,0.279375,1,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9923,1,13,307,0,1,1,2,3,3,3,1,1,3,1,0,41401,c8e61c5b44d4f609e6c3cf9df2b7e27e,0,a2ec6f8a8,0,4,0.233531746,1,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10935,1,13,141,0,2,3,0,0,3,1,1,1,1,1,0,41326,9a59cd6d82067ed55941db5daa876505,0,546957a8b,3,3,0.313409091,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10959,2,13,299,0,2,6,7,0,2,2,2,1,1,1,0,41326,49703fba484be3f727f0c3223a49b9ed,0,1a3c44785,1,4,0.06,1,-0.05,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
11144,1,13,205,0,2,1,7,0,2,2,1,1,2,1,0,41401,ec0d11c6c46e275aafe7f1d669641602,0,cae5c7ef1,1,2,0.261111111,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11174,2,13,292,285,1,5,7,0,3,1,1,1,2,1,0,41327,66a226f8fa671d48f98639d348871309,0,5112b0c92,6,1,0.133333333,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11320,1,13,307,0,1,2,0,0,2,2,1,1,2,1,0,41326,094c0f7045e75bca4eb7a38de178c79f,0,421ea515e,4,1,0.763333333,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11459,1,13,178,0,1,5,0,0,1,2,1,1,1,1,0,41332,62d5a64bd4837615a352fcb8dd0defce,0,5a21eec6d,3,2,-0.375,-1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11522,1,13,195,307,2,1,6,7,2,2,1,1,1,1,0,41326,a9201759b7a52aa9e6c51d9dbf6465e6,0,3ef9ac2a6,3,3,0.188888889,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,2,12,264,264,1,1,0,0,2,3,2,2,3,1,300,41326,1e0b5a458b5b77f5af581d57ebf570b3,0,1caa6fcdb,3,1,0.25,1,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,2,12,265,0,2,1,7,0,2,2,3,3,3,1,0,41326,1f3f36e4b18e94855b3e88af0852fdc4,0,7a0942d61,2,4,0.21375,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,1,12,307,0,2,2,7,0,2,2,2,1,1,1,0,41326,a042471e0f43f2cf707104a1a138a7df,0,6436c1a59,7,2,0.427777778,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27,2,12,264,0,2,6,0,0,2,3,2,2,2,1,0,41326,76f0a2be251f10691a62e16409b95e47,0,0737e4f11,5,1,0.5,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
29,1,12,307,0,1,1,0,0,2,1,2,2,2,1,0,41336,31de822d0adce3e2dad7dcedfbee2ba8,0,deff069a2,4,1,0.229166667,1,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,1,12,307,0,1,5,0,0,2,2,1,1,2,1,0,41326,6757d0b9d5b72d8b78c20e355c7fe62c,0,4e3640544,1,3,0.502083333,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,1,12,307,0,1,2,7,0,2,2,2,1,1,1,0,41336,61c1f7b917b7f6772c5e77849c2b4127,0,aece6e7bf,2,4,0.35,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,1,12,307,0,2,2,0,0,2,1,1,1,1,1,0,41326,bb37f98b63ae488316a12dc070c4d075,0,2c93c0c11,3,3,0.162222222,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
65,1,12,307,0,2,5,0,0,2,2,1,1,1,1,0,41330,f2522890ad604bf70421af61cb871a96,3,fd3172797,11,3,0.107455507,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
91,1,12,206,0,1,1,6,7,2,2,1,2,2,1,400,41332,e3e5215fd4da172889c90fd3f10558ff,0,86379f12f,1,2,0.243016632,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
98,2,12,265,0,1,1,0,0,2,2,2,2,2,1,0,41326,ed71a1eeddcb2b5fb8bf1b6fcb9fa173,0,1dfadc371,1,3,0.155492424,1,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
104,1,12,307,0,2,2,0,0,2,1,1,1,1,1,0,41326,6842e4eee37d89afb73e4254fd198bcb,0,9a34ddc8b,2,2,0.288611111,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108,2,12,305,0,2,3,5,0,2,2,3,1,1,1,0,41326,bfa8d32cc12199d2eab33057963bae7c,0,120805f93,2,3,0.083333333,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109,2,12,285,292,1,1,7,0,3,3,2,1,2,1,0,41326,ca58077c7cd1124f91f76ec54937aaea,0,2acf3fdce,2,1,0.17,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
112,1,12,307,0,2,5,7,0,2,1,3,3,3,1,0,41326,13e30717f49ea56c325305aec4e03559,1,c3f2f166d,1,4,0.348333333,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
131,1,12,307,0,2,1,2,0,2,2,2,1,2,1,0,41327,4e9f9a3804795b86c27dd86f7fe05029,0,aa189a931,2,4,0.375,1,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
135,1,12,307,0,2,7,0,0,2,2,1,1,2,1,0,41326,5f7f89a013b3ad71145ab465c06f3b6e,0,702bee848,5,2,0.170549242,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
148,1,12,307,0,1,1,2,0,2,1,1,1,2,1,0,41326,3d7ca3cab309518e6512aa02984e809e,0,c7b468b32,1,4,0.4,1,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
156,2,12,266,0,2,2,3,5,2,1,1,1,1,1,0,41401,3554aa44f8737bf17937be3b8231a79a,0,f4ed1a08e,2,4,0.1322558,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
197,2,12,247,0,1,1,6,7,2,2,1,1,1,1,0,41326,fb3f0a75fe990f79e13e698e5d30bdaa,0,821bd9373,1,4,0.375,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
198,2,12,266,300,2,1,2,0,2,1,2,3,1,1,0,41326,858e353a7447affcd122c32b150beb32,0,720db9cb3,1,4,0.5,1,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
231,1,12,307,0,1,2,3,7,2,2,1,1,1,1,0,41326,cfd3adc6cadba6c3267c317e89aa173f,0,366a03818,0,4,0.514,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
248,2,12,265,0,1,2,7,0,2,2,1,1,1,1,0,41326,7df13b79d45348c10839c0446e6ac75c,0,4cb8fe436,2,1,0.133597884,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
254,2,12,265,0,1,1,0,0,1,2,3,3,3,1,0,41326,6a4b3b968c54c34a69c7cd2b20b944d7,0,f8b702182,1,4,0.34375,1,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
255,1,12,307,307,2,2,0,0,2,2,2,1,2,1,0,41327,4f730224c4425d230360cd399ff6cf13,0,eb652ec07,1,4,0.0,0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
301,1,12,307,109,1,1,0,0,2,2,3,3,1,1,150,41332,3998ad35f09d87acb22410b96ffabdfd,0,bfb33b149,3,4,0.11172619,1,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
310,2,12,265,0,2,1,7,0,2,2,1,1,1,1,150,41326,001e42763024f9d4abe31e79472b1827,0,ee5583527,1,1,0.365,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
332,2,12,266,0,2,2,0,0,1,1,2,2,2,1,0,41326,8e8304b632d3868293bd3fd89b105e90,0,fcd21f3ec,5,2,0.004166667,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
342,2,12,299,0,1,3,5,7,2,1,2,1,1,1,100,41401,c103ac0ef6c95efad01fa56fbbced762,1,c96f9d3a8,10,2,0.098953824,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
347,2,12,265,265,2,1,0,0,2,2,2,1,2,1,0,41401,655658affda0d6dbeed538fa29008ed0,0,c702e00d2,2,3,0.094444444,1,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
360,1,12,307,0,2,2,4,7,2,1,1,1,1,1,0,41330,82eca369ffffb30f9cb47d4f2d011356,0,9a2f44ddf,2,2,0.5275,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
369,1,12,119,307,1,1,2,7,2,2,1,1,1,1,150,41327,fd970cc91d06d82eebf046340137b272,0,184ea777b,5,3,0.0,0,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
381,1,12,179,0,1,6,0,0,2,1,1,1,1,1,0,41326,8b6c5cd067ada5f54ca5ffc7f7b5d896,0,d4b028ea8,7,2,0.13452381,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
389,1,12,307,0,2,7,0,0,2,3,1,1,1,1,0,41401,7eee95f731b609ded1d1ec69d14ec0de,0,1171c9a41,2,4,0.341904762,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
398,2,12,264,264,1,3,0,0,2,3,1,3,3,1,0,41326,1e0b5a458b5b77f5af581d57ebf570b3,0,a6423eca8,5,1,-0.023106061,-1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
415,1,12,307,0,2,1,0,0,1,2,3,3,2,1,0,41401,87e97d185b9a21e1fe6afa53c3ee300f,0,27c4981c9,0,4,0.116563361,1,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
419,1,12,307,152,1,3,0,0,1,1,1,1,1,1,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,17e6747da,5,4,0.279354637,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
442,2,12,299,0,1,3,0,0,3,1,1,1,1,1,50,41401,7e1f9582696d7b7875793f964c31f80f,0,2f346ac72,4,4,0.475,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
445,2,12,266,0,2,6,7,0,2,1,3,3,1,1,0,41326,1565d406c559212ca01bba319c615c1f,0,06f523361,5,1,0.231944444,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
451,1,12,307,0,1,1,2,0,1,1,3,1,3,1,0,41327,fd970cc91d06d82eebf046340137b272,0,94bcf0199,3,2,0.22,1,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
455,2,12,299,0,1,3,5,0,2,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,09acd6b31,3,4,0.03375,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
496,1,12,307,0,1,5,0,0,2,1,2,1,2,1,0,41326,7b107e61f7d24a581e46e0abc4d2a7a7,0,92caf1d01,3,4,0.375,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
505,2,12,266,303,2,1,2,0,1,1,1,1,1,1,0,41326,5a60b3e485efdf4a18344c4cf14d02eb,0,4fc4ac031,7,3,0.351,1,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
534,1,12,307,0,2,2,0,0,2,1,1,1,1,1,0,41326,6408253f40a6ce3ffb432fb00fe6e381,0,11960b9ed,1,3,0.173333333,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
547,1,12,307,218,1,1,2,5,2,2,3,3,3,1,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,3536e1efd,2,2,0.0765625,1,0.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
589,2,12,266,0,1,1,7,0,2,1,2,1,1,1,0,41326,d835d7d98b94ec261d6d889a39eaed73,0,4137d96a2,3,2,0.346152597,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
597,2,12,266,264,1,2,7,0,2,2,1,1,1,1,100,41326,2e2c841c5f0d8038386ebe3b50b98a3b,0,0b57ed86a,4,2,0.178487734,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
613,1,12,307,0,1,1,2,7,2,2,2,1,2,1,0,41401,6b536277ed51e7fce80ff58b6c7d8ed7,0,db635ae93,2,4,0.4875,1,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
628,1,12,307,307,1,2,0,0,1,1,1,1,2,2,0,41326,a580ec4bccfbc0941f6105ba4f4c6913,0,caf3220f8,1,4,0.106110491,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
631,1,12,307,0,1,4,0,0,2,1,3,1,3,2,0,41326,d7f01754b06ecb3cc427878c04fd5902,0,4a8caef08,2,4,0.029976852,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
665,2,12,266,0,1,1,7,0,3,2,1,1,2,1,0,41326,953771e4e029ad5481b8ae8d108e1cdf,0,b5033c917,1,4,0.0,0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
667,1,12,307,0,1,1,3,7,2,2,2,2,1,1,0,41326,07184fe71e0dc6ad58406e228719fd21,0,ca144ac2a,11,3,0.309246032,1,0.5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
