,Type,Age,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,State,VideoAmt,PhotoAmt,DesSem,DesSemCat,NameSem,NameSemCat,Description_SIZE,Description_VALUABLE_SIZE,Description_SCORE,Object_SIZE,Object_COLOR_H,Object_COLOR_S,Object_COLOR_V,Image_WIDTH,Image_HEIGHT,AdoptionSpeed,Mixed,BreedName,BreedNum
2585,1,0,2,1,2,0,2,2,2,2,2,1,0,41326,0,9,0.0825,1,0.5,1,59,11,0,87,39,84,109,400,300,0,1,Mixed_Breed,0
2586,2,0,2,1,5,7,2,1,2,1,2,1,0,41330,0,3,0.4,1,0,0,16,4,1.5,25,43,63,113,453,480,1,0,Calico,24
2587,1,0,1,2,3,0,2,2,2,1,2,1,5,41326,0,3,-0.026666667,-1,0,0,154,27,1.2,25,49,133,169,640,360,1,1,Mixed_Breed,0
2588,2,0,1,1,7,0,1,2,2,1,2,1,0,41326,0,9,0.052986111,1,0,0,121,21,0.5,82,39,62,127,400,300,1,0,Tabby,1
2589,1,1,2,1,7,0,2,1,1,1,1,1,0,41326,0,6,0.212333333,1,0,0,45,7,1.4,50,93,69,124,400,300,1,1,Mixed_Breed__Terrier,47
2590,1,0,2,2,5,7,2,1,2,2,2,1,0,41326,0,5,-0.0046875,-1,-0.1875,-1,80,17,-0.4,44,32,83,125,310,330,1,1,Mixed_Breed,0
2591,1,0,2,1,3,0,2,2,2,2,2,1,0,41326,0,3,0.182291667,1,0,0,66,15,2.2,30,68,59,87,360,480,0,1,Mixed_Breed,0
2592,2,1,2,6,7,0,2,1,1,1,2,1,0,41326,0,5,0.45625,1,0,0,20,3,1,50,22,73,131,400,300,1,1,Mixed_Breed,0
2593,1,0,1,2,0,0,2,1,2,2,2,1,0,41326,0,1,0.59375,1,0,0,27,5,0.9,10,13,163,109,220,400,0,1,Mixed_Breed,0
2594,2,0,1,5,7,0,2,1,1,1,2,1,0,41401,0,2,0.233333333,1,0,0,17,3,1.9,20,16,63,140,127,225,0,0,Siamese,29
2595,2,0,2,2,3,0,2,2,2,2,2,1,0,41367,0,0,-0.083333333,-1,0,0,57,8,-0.2,0,-1,-1,-1,-1,-1,0,1,Mixed_Breed,0
2596,1,0,2,1,2,0,2,2,1,1,2,1,0,41330,0,1,0.35,1,0,0,45,11,1.1,10,21,60,117,400,300,0,1,Mixed_Breed,0
2597,2,1,2,7,0,0,1,2,2,1,1,1,10,41326,0,2,0.430555556,1,0,0,38,6,3.9,20,32,72,135,240,320,0,1,Mixed_Breed,0
2598,1,0,2,2,0,0,2,2,1,1,2,1,0,41326,0,1,0.31,1,0,0,43,7,1.3,10,15,101,157,360,480,1,1,Mixed_Breed,0
2599,2,0,2,1,6,7,2,2,2,2,2,1,0,41327,0,2,0,0,0,0,6,1,0.3,20,103,32,125,400,225,0,1,Mixed_Breed,0
2600,1,0,2,1,3,0,2,1,2,1,2,1,0,41401,0,7,0.150454545,1,0,0,90,21,2.1,69,13,72,117,361,304,0,1,Mixed_Breed,0
2601,1,2,2,2,3,0,3,1,1,1,1,1,0,41326,0,0,0.2,1,0,0,21,3,1.5,0,-1,-1,-1,-1,-1,0,0,Labrador_Retriever,9
2602,1,1,2,2,3,0,2,2,1,1,2,1,0,41326,0,1,0.00530303,1,0,0,97,14,-0.9,10,20,68,118,360,480,0,0,Poodle,35
2603,1,0,2,2,7,0,2,1,2,2,2,1,0,41336,0,1,0.056643357,1,0,0,94,13,2.1,8,23,87,108,368,305,0,1,Mixed_Breed,0
2604,2,0,2,1,7,0,1,1,2,2,2,1,0,41326,0,3,0.275,1,0,0,13,3,0.5,29,45,66,118,400,300,0,1,Mixed_Breed,0
2605,1,0,2,2,7,0,2,1,1,1,2,1,0,41326,3,2,0.242402597,1,0,0,427,68,4.5,20,26,112,102,328,394,0,1,Mixed_Breed,0
2606,2,2,2,1,2,5,3,1,1,1,1,1,0,41401,0,5,0.086077441,1,0,0,66,13,2.6,50,87,84,126,640,542,1,0,Tabby,1
2607,2,0,2,1,2,7,2,2,2,2,2,1,0,41326,0,1,-0.033333333,-1,0,0,2,1,0,10,13,55,168,400,300,1,1,Mixed_Breed,0
2608,1,0,1,2,7,0,1,1,2,1,2,1,0,41326,0,1,0.244444444,1,0,0,26,5,0.9,10,76,42,149,400,300,0,1,Mixed_Breed,0
2609,2,0,2,3,5,7,2,2,2,2,2,1,5,41401,0,0,0.189583333,1,0,0,82,12,2.4,0,-1,-1,-1,-1,-1,1,1,Mixed_Breed,0
2610,1,2,2,2,7,0,2,1,1,1,1,1,0,41326,0,3,0.175,1,0,0,51,11,2.1,25,52,83,145,310,400,1,1,Mixed_Breed,0
2611,2,2,2,1,3,7,1,1,1,1,1,1,0,41326,0,1,0.041666667,1,0,0,62,11,1.5,10,72,57,123,299,400,0,0,Calico,24
2612,1,0,2,1,7,0,2,1,1,1,2,1,0,41326,1,2,0.238272727,1,0,0,39,9,0.3,18,73,33,123,500,560,0,1,Mixed_Breed,0
2613,1,0,1,3,0,0,2,1,1,1,2,1,15,41401,0,1,0.3,1,0,0,68,11,4.1,10,15,60,170,303,400,1,1,Mixed_Breed,0
2614,2,0,2,5,7,0,2,1,2,1,2,1,0,41401,0,4,0.272866667,1,0,0,70,13,1.4,40,53,47,124,325,375,0,1,Mixed_Breed,0
2615,2,0,2,4,7,0,2,2,2,2,2,1,10,41361,0,2,0.123809524,1,0,0,43,11,1.9,20,14,58,121,500,480,0,1,Mixed_Breed,0
2616,1,0,2,1,2,0,2,2,2,2,2,1,2,41327,0,1,0.125,1,0,0,21,5,0.1,9,32,64,107,242,400,0,1,Mixed_Breed,0
2617,2,0,2,1,4,6,2,1,1,1,2,1,0,41326,2,9,0.246428571,1,0,0,158,33,1.9,90,39,100,127,639,408,0,1,Mixed_Breed,0
2618,2,0,1,1,6,7,1,2,1,1,2,1,0,41326,0,4,0.355208333,1,0,0,119,13,3.1,40,24,95,106,362,450,0,1,Mixed_Breed,0
2619,1,0,2,2,3,0,2,2,1,1,2,1,0,41326,0,5,0.325974026,1,0,0,97,15,1.9,45,39,90,134,365,300,1,1,Mixed_Breed,0
2620,1,0,1,2,0,0,2,1,2,2,2,1,0,41326,0,2,0.125,1,0,0,100,21,1.5,19,19,75,119,325,400,0,1,Mixed_Breed,0
2621,2,0,1,2,5,0,1,2,2,2,2,1,0,41326,0,4,0,0,0,0,-1,-1,-1,38,45,62,138,400,300,0,1,Mixed_Breed,0
2622,1,2,2,1,5,0,2,2,1,1,1,1,0,41401,0,2,0.325,1,0,0,13,4,0.9,19,21,51,107,640,388,0,1,Mixed_Breed,0
2623,1,0,1,2,5,0,2,1,2,1,2,1,0,41326,0,2,0.5125,1,0,0,34,6,0.7,20,9,80,115,300,400,0,1,Terrier__Mixed_Breed,62
2624,2,0,1,3,0,0,2,2,2,2,2,1,0,41401,0,4,0.342424242,1,0,0,41,7,1.4,39,56,97,143,355,268,0,1,Mixed_Breed,0
2625,1,0,2,2,7,0,1,1,1,1,2,2,0,41401,0,2,-0.15,-1,0,0,47,8,0.2,17,23,165,193,298,303,0,1,Mixed_Breed,0
2626,1,0,2,2,0,0,2,1,2,2,2,1,0,41326,0,1,0.2,1,0.1,1,33,5,1.5,10,26,126,144,244,400,0,1,Mixed_Breed,0
2627,2,2,2,2,5,6,2,1,1,1,1,1,0,41401,0,5,0.340079365,1,0,0,150,37,4.3,49,51,101,133,398,455,0,0,Tabby,1
2628,1,1,1,1,2,4,2,1,1,1,3,1,0,41336,0,0,0.038333333,1,0,0,29,3,0.3,0,-1,-1,-1,-1,-1,1,1,Mixed_Breed,0
2629,2,0,2,2,5,7,2,1,2,1,2,1,5,41327,0,2,0.210833333,1,0,0,10,2,1,15,24,80,152,455,420,1,0,Snowshoe,102
2630,1,2,1,2,7,0,2,2,3,3,3,1,0,41401,0,2,-0.1,-1,0,0,30,8,0.3,20,16,78,95,225,400,0,0,Shih_Tzu,8
2631,1,2,1,1,7,0,1,2,1,1,2,1,0,41326,0,4,0.295833333,1,0,0,94,20,2.2,40,23,55,100,360,480,0,0,Shih_Tzu,8
2632,2,0,1,4,7,0,1,1,2,1,2,1,0,41401,0,4,0.223878394,1,0,0,121,25,1.8,40,28,86,121,399,268,0,1,Mixed_Breed,0
2633,2,0,2,1,4,0,2,1,2,2,2,1,0,41401,0,2,0.204367816,1,0,0,285,49,10.6,18,120,81,93,640,640,1,1,Mixed_Breed,0
2634,1,2,1,1,7,0,2,2,3,3,3,1,0,41336,2,5,0.401666667,1,0.4,1,23,9,2.5,40,84,49,102,273,399,0,1,Mixed_Breed,0
2635,1,0,1,1,2,7,2,1,1,1,2,1,0,41326,0,1,0.35,1,0,0,21,4,1.2,10,20,74,163,400,300,1,1,Mixed_Breed,0
2636,1,0,2,2,7,0,2,2,2,1,2,1,0,41326,0,1,0,0,0,0,3,2,0,10,24,75,109,270,480,0,1,Mixed_Breed,0
2637,2,0,2,4,7,0,1,1,2,2,2,1,0,41401,0,0,0,0,0,0,9,4,0.2,0,-1,-1,-1,-1,-1,1,1,Mixed_Breed,0
2638,1,2,1,2,0,0,2,2,1,1,1,1,0,41401,0,3,0.242989418,1,0,0,92,19,1.4,28,36,66,138,400,300,0,1,Mixed_Breed,0
2639,2,2,2,7,0,0,1,1,3,3,3,1,0,41401,0,1,-0.087878788,-1,0,0,67,9,-0.8,9,42,56,130,267,400,0,1,Mixed_Breed,0
2640,1,2,1,5,7,0,2,2,1,3,3,1,0,41326,0,2,0.367272727,1,0,0,35,6,0.2,20,22,62,150,455,480,0,1,Dachshund__Mixed_Breed,106
2641,2,0,2,1,0,0,2,1,2,1,2,1,0,41401,0,4,0.2,1,0,0,5,2,0.3,31,8,102,97,312,312,0,1,Mixed_Breed,0
2642,1,0,2,1,2,0,2,1,2,2,2,1,2,41327,0,1,0.125,1,0,0,20,4,0.1,10,25,66,106,300,400,1,1,Mixed_Breed,0
2643,2,0,1,6,0,0,1,1,2,1,2,1,0,41401,0,1,0.353507395,1,0,0,79,10,4.6,10,60,31,126,400,267,0,1,Mixed_Breed,0
2644,1,2,2,2,7,0,2,2,1,1,1,1,0,41326,0,2,0.14389881,1,0.5,1,117,19,3.5,19,60,65,118,400,341,0,1,Mixed_Breed__Terrier,47
2645,1,0,1,1,2,0,2,1,2,2,2,1,0,41327,0,1,0,0,0,0,21,11,0,9,48,45,121,400,299,0,1,Mixed_Breed,0
2646,2,0,2,1,4,0,2,1,2,2,2,1,0,41326,0,3,0,0,0,0,21,8,0,30,23,62,121,546,480,0,1,Mixed_Breed,0
2647,2,1,1,2,3,7,2,1,3,2,2,1,0,41401,0,3,0.0375,1,0,0,19,3,0.4,29,37,50,132,393,422,1,1,Mixed_Breed,0
2648,2,0,2,1,3,7,1,2,2,1,2,1,0,41327,0,2,0.122070313,1,0,0,85,12,1.1,16,13,81,128,263,225,1,1,Mixed_Breed,0
2649,2,0,1,3,4,0,2,2,3,3,3,2,0,41401,0,2,0.2375,1,0,0,-1,-1,-1,20,35,113,135,279,400,0,1,Mixed_Breed,0
2650,1,2,2,1,0,0,1,2,1,1,1,1,8,41326,0,5,0.4225,1,0,0,49,11,1.2,46,41,63,111,528,480,1,1,Mixed_Breed,0
2651,2,0,1,1,2,6,1,1,2,2,2,1,0,41327,0,11,0.13375,1,0,0,51,5,1.3,110,28,77,132,614,480,0,1,Mixed_Breed,0
2652,1,2,1,4,0,0,2,1,2,1,1,1,3,41326,0,1,0.108333333,1,0,0,94,14,0.2,10,22,115,137,240,320,1,1,Labrador_Retriever__Mixed_Breed,50
2653,1,0,2,2,0,0,2,2,1,1,2,1,0,41326,0,2,0,0,0,0,2,1,0.1,20,33,57,144,225,400,0,1,Mixed_Breed,0
2654,1,0,2,1,0,0,2,1,1,1,1,1,0,41326,0,7,0.16585034,1,0.216666667,1,135,27,2.1,69,36,54,118,328,389,1,1,Hound__Mixed_Breed,174
2655,1,0,1,1,2,7,2,1,2,1,2,1,0,41401,0,3,0.14,1,0,0,74,11,0.6,27,60,77,117,453,480,0,1,Mixed_Breed,0
2656,2,0,2,3,6,7,1,1,2,2,2,1,0,41401,0,2,0.65,1,0,0,9,3,2.5,20,12,63,107,500,480,1,0,Oriental_Short_Hair,28
2657,1,0,2,1,2,0,2,1,2,2,2,1,0,41326,1,13,0.217922529,1,0,0,184,30,1.9,119,33,56,117,394,453,0,1,Mixed_Breed,0
2658,1,0,2,2,7,0,2,2,2,2,2,1,0,41326,0,7,0.383333333,1,0,0,38,9,1,68,40,66,137,400,300,0,1,Mixed_Breed,0
2659,1,0,1,2,0,0,2,1,1,1,2,1,0,41326,0,1,0.316071429,1,0,0,27,5,1,10,20,89,124,640,556,0,1,Mixed_Breed,0
2660,1,0,1,1,2,0,2,2,1,1,2,1,6,41327,0,3,0.35,1,0,0,41,11,0.3,29,23,112,124,494,360,0,1,Mixed_Breed,0
2661,2,1,1,1,7,0,3,3,2,2,2,1,15,41401,0,4,0.166262626,1,0,0,43,11,1.9,39,41,64,125,350,350,1,1,Persian__Mixed_Breed,5
2662,2,1,1,2,7,0,2,2,2,1,2,1,0,41401,0,1,0.46,1,0,0,18,1,1.6,10,17,57,146,400,300,0,1,Mixed_Breed,0
2663,2,0,2,1,7,0,1,1,1,1,2,1,0,41327,0,25,0.150833333,1,0,0,51,14,2.1,247,50,56,119,550,480,1,1,Mixed_Breed,0
2664,1,2,1,1,5,0,2,1,1,1,1,1,0,41326,0,3,0.158163265,1,0,0,88,18,0.7,30,64,108,128,299,400,1,0,Pug,152
2665,2,0,2,5,0,0,2,1,2,2,2,1,0,41401,0,1,0.373515625,1,0,0,52,5,1.8,10,51,49,126,300,400,0,1,Mixed_Breed,0
2666,2,0,2,1,6,0,1,1,2,2,2,1,0,41326,1,3,0.266666667,1,0,0,30,6,0.5,27,34,65,121,341,366,0,1,Mixed_Breed,0
2667,2,1,2,1,2,7,1,1,3,3,3,1,5,41326,0,24,0.076262626,1,0,0,63,13,0.9,240,16,82,146,400,281,1,0,Siamese,29
2668,2,0,1,1,2,0,2,2,2,2,2,1,0,41326,0,5,0.071458333,1,0,0,40,11,0.2,50,46,39,129,416,480,1,0,Tabby,1
2669,1,0,2,1,2,0,2,1,1,1,2,1,0,41326,0,3,0.375,1,0,0,22,4,1.1,29,70,84,130,360,480,1,1,Doberman_Pinscher__Mixed_Breed,111
2670,1,0,2,2,7,0,2,1,1,1,3,1,5,41326,0,3,0.25,1,0,0,38,5,0.7,26,21,94,175,640,480,0,1,Mixed_Breed,0
2671,1,2,2,3,0,0,3,2,1,1,2,1,0,41326,0,1,0.131818182,1,0,0,120,20,2.8,10,21,119,160,269,293,0,0,Golden_Retriever,18
2672,1,0,2,2,7,0,3,1,1,1,2,1,5,41326,0,2,0.373214286,1,0,0,53,6,1.7,20,21,143,106,262,400,0,1,Husky__Mixed_Breed,15
2673,1,0,2,2,7,0,2,1,2,2,2,1,0,41401,0,3,0.333333333,1,0,0,21,6,0.7,23,43,76,123,360,480,0,1,Mixed_Breed,0
2674,1,0,2,4,7,0,2,1,3,3,3,1,10,41327,0,1,0.0375,1,0,0,15,4,1.4,10,51,46,124,325,400,1,1,Mixed_Breed,0
2675,1,0,1,1,0,0,2,1,1,1,2,1,0,41326,0,4,0.232063492,1,0,0,78,11,2.9,40,69,53,107,290,400,0,1,Mixed_Breed__Dachshund,145
2676,2,0,2,6,7,0,1,1,2,2,2,1,0,41401,0,4,0.235416667,1,-0.09375,-1,37,5,0.8,37,9,135,119,640,478,0,0,Siamese,29
2677,2,0,1,3,7,0,2,1,1,1,2,1,0,41326,0,1,0,0,0,0,6,2,0.2,10,53,75,136,400,265,0,1,Mixed_Breed,0
2678,2,0,1,1,7,0,1,2,2,1,2,1,5,41326,0,3,0.166666667,1,0,0,28,8,0.4,30,18,48,140,360,480,1,1,Mixed_Breed,0
2679,2,0,2,6,7,0,1,1,1,1,2,1,1,41326,0,14,0.062244062,1,0,0,310,51,1.5,114,101,115,126,299,400,1,1,Mixed_Breed,0
2680,1,1,2,2,7,0,1,1,1,1,2,1,25,41401,0,3,0.369981061,1,0,0,109,21,0.6,30,20,85,137,453,480,0,0,Jack_Russell_Terrier_(Parson_Russell_Terrier),110
2681,1,2,2,1,2,0,2,3,1,1,1,1,0,41330,0,2,0.312396694,1,0,0,95,19,1.1,18,56,44,103,640,360,1,1,Mixed_Breed,0
2682,2,0,1,1,7,0,1,1,1,1,1,1,0,41345,0,1,0,0,0,0,3,2,0.2,10,146,47,95,400,301,1,1,Mixed_Breed,0
2683,2,1,1,2,4,7,2,2,2,1,2,1,0,41401,0,2,0.4,1,0,0,25,3,0.9,20,12,83,112,270,480,0,1,Mixed_Breed,0
2684,2,0,1,6,7,0,2,3,1,1,2,1,0,41401,0,4,-0.133333333,-1,0,0,2,0,0.7,38,70,87,120,640,360,0,1,Mixed_Breed,0
2685,2,0,1,1,2,0,1,1,1,1,3,1,0,41401,0,1,0,0,0,0,4,1,0.1,10,14,133,76,400,300,1,1,Mixed_Breed,0
2686,1,2,2,2,7,0,2,2,1,1,1,1,0,41326,0,1,0,0,0,0,2,1,0,9,65,79,115,225,400,1,1,Mixed_Breed,0
2687,2,0,1,3,7,0,1,2,3,1,2,2,0,41326,0,9,0.089664502,1,-0.2,-1,284,39,3.4,90,14,144,106,400,400,0,1,Mixed_Breed,0
2688,1,0,1,2,3,7,2,1,1,1,2,1,0,41326,0,4,0.2455,1,0,0,40,6,2.4,38,43,96,137,321,479,1,1,Mixed_Breed,0
2689,2,0,2,1,7,0,2,2,2,2,2,1,0,41326,1,4,0.196714744,1,0,0,95,18,1.7,39,48,70,133,500,480,0,1,Mixed_Breed,0
2690,1,1,2,2,7,0,2,2,1,1,2,1,0,41401,0,14,0.0325,1,0,0,72,13,1.7,122,47,64,123,346,349,1,1,Mixed_Breed,0
2691,2,0,2,6,0,0,2,1,1,1,1,1,0,41326,0,1,0.239166667,1,0,0,28,4,1,10,43,34,148,225,300,0,0,Ocicat,184
2692,1,2,2,2,0,0,2,1,2,1,2,1,0,41326,0,4,0.215575397,1,0,0,63,16,2.5,40,25,85,114,400,300,0,1,Mixed_Breed,0
2693,1,0,1,2,0,0,2,1,3,3,3,1,0,41324,0,3,0.725,1,0,0,10,2,0.1,30,39,91,152,333,366,1,1,Mixed_Breed,0
2694,1,0,1,2,0,0,2,2,1,1,3,1,0,41324,0,1,0.225,1,0,0,10,2,0.1,8,62,95,141,270,480,0,1,Mixed_Breed,0
2695,2,0,1,6,0,0,1,3,2,1,2,1,0,41330,0,3,-0.043333333,-1,0,0,11,2,0.5,28,23,75,108,360,480,1,1,Tabby__Mixed_Breed,83
2696,1,2,2,1,4,0,2,1,1,1,2,1,25,41401,0,3,0.373958333,1,0,0,114,17,1.8,25,45,96,115,366,333,0,0,Miniature_Pinscher,69
2697,2,0,1,6,7,0,3,2,1,2,2,1,10,41401,0,3,0.133333333,1,0,0,54,10,0.8,30,19,46,125,640,480,0,1,Mixed_Breed,0
2698,2,0,2,1,6,7,2,1,2,2,2,1,0,41401,1,2,0.233333333,1,0,0,-1,-1,-1,20,79,84,130,400,300,0,1,Tabby__Mixed_Breed,83
2699,1,1,1,1,2,7,2,1,1,1,1,1,0,41326,0,3,0.348125,1,0.275,1,86,12,2.8,30,25,46,121,516,400,1,1,Beagle__Mixed_Breed,38
2700,2,0,1,4,7,0,2,2,1,1,2,1,10,41326,0,4,0.043333333,1,0,0,30,8,0.6,40,33,120,158,350,350,0,1,Mixed_Breed,0
2701,2,0,1,1,7,0,1,2,2,1,3,1,0,41326,0,2,0.566666667,1,0,0,25,5,1.8,19,115,59,123,400,300,0,1,Bengal__Mixed_Breed,46
2702,1,2,1,1,2,4,2,2,2,1,2,1,10,41326,0,2,0.458333333,1,0.5,1,70,13,2.2,18,19,115,103,203,360,1,1,Mixed_Breed,0
2703,2,2,2,1,0,0,2,1,2,1,1,1,0,41326,0,2,0.091369048,1,0,0,108,18,0.8,18,44,115,114,531,480,1,1,Mixed_Breed__Bombay,185
2704,2,2,2,4,7,0,2,1,1,1,1,1,0,41401,0,7,0.433333333,1,0,0,12,0,0.9,70,59,47,136,328,371,0,1,Mixed_Breed,0
2705,2,2,1,3,4,7,2,3,1,1,1,1,0,41401,0,2,0.108333333,1,0,0,66,10,1.8,20,57,131,114,500,480,1,0,Tabby,1
2706,1,2,1,1,2,0,4,1,1,1,2,1,10,41326,0,1,0.391071429,1,0,0,18,0,1.4,10,101,63,104,203,360,0,0,Doberman_Pinscher,27
2707,2,0,1,1,7,0,2,2,2,1,2,1,0,41326,0,4,0.15,1,-0.1875,-1,51,10,0,38,26,52,139,360,480,1,1,Mixed_Breed,0
2708,1,2,2,5,7,0,2,2,1,1,1,1,0,41326,0,5,0.340218855,1,-0.083333333,-1,122,13,5.9,47,18,106,123,584,480,1,1,Mixed_Breed,0
2709,2,0,1,6,7,0,2,1,2,2,2,1,0,41326,0,4,0.1575,1,0,0,85,15,1.5,39,12,47,129,357,478,0,1,Mixed_Breed,0
2710,1,0,2,1,2,0,3,1,2,1,2,1,5,41332,0,2,0.35,1,0,0,34,5,0.6,18,63,87,99,360,480,1,1,Mixed_Breed,0
2711,1,0,1,4,0,0,2,1,2,2,2,1,2,41327,0,1,0.25,1,0,0,32,7,0.1,10,23,62,194,400,301,1,1,Mixed_Breed,0
2712,1,2,2,1,5,0,2,1,1,1,1,1,0,41326,0,1,0.45087963,1,0.8,1,49,8,1.8,7,63,42,128,640,640,1,1,Mixed_Breed,0
2713,2,2,2,5,6,0,1,1,3,3,3,1,0,41327,0,2,0.0515,1,0,0,213,32,0.8,20,10,72,107,300,400,0,1,Mixed_Breed,0
2714,2,0,2,3,7,0,2,1,2,2,2,1,0,41326,0,2,0.070138889,1,0,0,23,6,0.9,20,21,87,144,400,265,0,1,Mixed_Breed,0
2715,2,0,2,1,2,7,1,1,2,2,2,1,0,41327,0,1,0.35,1,0,0,21,4,0.3,9,12,67,111,360,480,1,1,Mixed_Breed,0
2716,1,2,1,1,2,7,2,2,1,1,1,1,1,41401,0,2,0.276,1,0,0,31,5,2.3,14,60,50,147,500,480,0,0,Saint_Bernard,162
2717,2,0,1,6,7,0,2,1,2,1,2,1,5,41326,1,6,0.100234848,1,0,0,139,26,3.6,60,100,93,169,366,333,0,1,Mixed_Breed,0
2718,1,0,2,1,2,7,2,1,3,3,2,1,0,41326,0,1,0.25,1,0,0,15,3,0.6,10,23,92,149,640,586,0,1,Mixed_Breed,0
2719,1,1,2,2,4,0,2,2,3,1,2,1,0,41330,0,1,0.383333333,1,0.1,1,25,5,1.3,10,18,65,122,270,480,1,1,Mixed_Breed,0
2720,2,0,2,4,7,0,2,1,1,1,2,1,0,41326,1,10,0.182142857,1,0.4,1,87,12,2,100,23,98,130,611,466,1,1,Mixed_Breed,0
2721,1,2,1,7,0,0,1,3,1,1,2,1,25,41326,0,2,0.207272727,1,0,0,38,7,0.5,20,12,55,196,300,400,0,0,Maltese,124
2722,1,0,2,1,2,7,2,2,2,1,1,1,15,41401,0,3,0.5,1,0,0,34,9,-0.1,25,47,68,177,311,355,0,0,Husky,91
2723,1,0,1,1,2,0,2,2,1,1,2,1,0,41326,0,5,0.416666667,1,0,0,15,3,1.6,49,42,63,120,400,300,0,1,Mixed_Breed,0
2724,2,0,1,6,7,0,2,1,2,2,2,1,1,41326,0,6,0.15625,1,0,0,20,4,0.2,60,29,46,112,551,365,0,1,Mixed_Breed,0
2725,1,2,2,2,0,0,2,1,2,1,2,1,0,41325,0,2,0.280357143,1,0,0,73,9,1,13,44,23,155,360,480,1,1,Mixed_Breed,0
2726,2,0,1,5,7,0,2,2,3,1,2,1,0,41401,0,5,0.293602041,1,0,0,236,34,6.9,50,109,107,153,348,295,0,1,Javanese__Mixed_Breed,186
2727,1,0,1,1,0,0,3,1,3,3,2,1,0,41401,1,5,0.09902381,1,0,0,129,21,1.9,44,51,94,138,385,509,0,1,Labrador_Retriever__Mixed_Breed,50
2728,2,0,1,4,7,0,2,1,2,1,2,1,0,41401,0,2,0,0,0,0,13,3,0.2,20,53,100,121,360,480,1,1,Mixed_Breed,0
2729,2,2,2,1,6,7,2,3,1,1,3,1,25,41326,0,2,0.25,1,0,0,7,1,0.2,20,37,27,115,640,480,1,1,Mixed_Breed,0
2730,2,2,2,2,4,7,1,1,2,1,1,1,0,41327,0,6,0,0,0,0,38,12,0.9,59,38,113,121,371,400,1,1,Mixed_Breed,0
2731,2,2,2,1,2,7,2,3,3,3,3,1,0,41326,0,2,0.083333333,1,0,0,20,4,1.7,20,19,133,155,400,267,0,1,Persian__Mixed_Breed,5
2732,2,2,2,6,0,0,2,1,1,1,1,1,0,41326,0,2,0.54375,1,0,0,14,5,2,20,103,103,129,259,432,0,1,Mixed_Breed,0
2733,1,1,2,1,7,0,2,1,3,3,3,2,0,41401,0,1,0.139923469,1,0,0,-1,-1,-1,10,44,27,162,300,400,0,1,Mixed_Breed,0
2734,1,1,1,2,7,0,2,1,1,1,2,1,0,41326,1,8,0.070833333,1,0,0,140,24,-1.5,58,38,84,136,271,400,1,1,Mixed_Breed,0
2735,1,2,1,1,2,7,2,3,1,1,2,2,25,41401,0,14,0.200538549,1,0,0,202,34,-0.2,135,19,64,144,394,297,1,0,Shih_Tzu,8
2736,1,0,1,2,0,0,2,1,1,3,2,1,0,41326,0,6,0.4,1,0,0,20,4,0.9,58,46,108,141,297,480,1,1,Labrador_Retriever__Mixed_Breed,50
2737,1,2,1,3,5,0,2,1,1,1,2,1,0,41330,0,3,0.261201299,1,0,0,177,35,5.1,30,34,122,123,366,333,0,1,Mixed_Breed__Labrador_Retriever,11
2738,1,0,2,1,2,7,2,1,2,2,2,1,0,41326,0,4,0.475,1,0,0,4,3,0.9,40,23,76,130,400,300,0,0,Rat_Terrier,80
2739,1,2,2,1,0,0,1,1,1,1,1,2,0,41326,0,4,0.144444444,1,0,0,36,3,2.5,39,60,63,110,345,363,1,1,Mixed_Breed,0
2740,1,0,2,1,0,0,2,1,2,1,2,2,0,41401,0,7,0.194642857,1,0,0,112,22,0,68,30,58,136,374,328,1,1,Mixed_Breed,0
2741,1,0,2,1,0,0,2,1,2,1,2,1,0,41327,0,4,0.08,1,0,0,136,25,0.7,38,39,42,134,400,300,0,1,Mixed_Breed,0
2742,1,0,2,2,7,0,2,1,1,1,1,1,0,41330,0,1,0.069240482,1,0,0,258,30,1.1,9,17,69,154,281,480,1,1,Mixed_Breed,0
2743,1,0,2,2,0,0,2,1,1,1,2,1,0,41401,0,1,0.151666667,1,0,0,18,4,0.4,10,33,58,108,393,480,1,1,Mixed_Breed,0
2744,2,2,1,6,0,0,3,1,3,3,2,1,0,41401,0,3,-0.0875,-1,0,0,80,15,-0.8,30,79,72,107,400,225,1,1,Mixed_Breed__Maine_Coon,125
2745,2,0,2,1,3,7,2,1,2,2,2,1,0,41326,0,4,0.05630303,1,0,0,115,18,2,40,49,57,96,400,300,0,1,Mixed_Breed,0
2746,1,0,2,2,0,0,2,3,2,2,2,1,0,41326,0,4,0.033333333,1,-0.2,-1,26,1,2.2,40,18,155,151,350,350,0,1,Mixed_Breed,0
2747,1,0,2,2,0,0,2,2,1,1,2,1,0,41326,0,1,0,0,0,0,2,1,0,10,66,56,153,300,400,0,1,Mixed_Breed,0
2748,2,0,1,6,0,0,1,1,2,2,2,1,0,41326,0,6,0.116666667,1,0,0,77,11,0.2,60,46,84,123,345,480,0,0,Tabby,1
2749,1,1,2,1,2,0,2,2,1,1,2,1,10,41401,0,2,0.184090909,1,0,0,90,17,0.8,20,57,50,121,400,300,0,0,Schnauzer,16
